schema,DG_ted,JE_ted,JSF_ted,DG_number_errors,JE_number_errors,JSF_number_errors,correct_instance_ast_size,DG_ast_size,JE_ast_size,JSF_ast_size
o58443,4,8,30,0,1,0,9,9,13,35
o58446,3,15,44,0,1,0,7,7,19,55
o58449,0,0,12,0,0,0,1,1,1,13
o5845,9,9,9,0,0,0,21,21,21,21
o58453,1,3,103,0,0,1,3,3,5,105
o58455,1,,,0,,,3,3,,
o58458,1,,,0,,,3,3,,
o58462,1,30,5,0,0,0,3,3,39,7
o58463,1,1,,0,0,,3,3,3,
o58466,1,24,,0,0,,3,3,31,
o58471,1,,,0,,,3,3,,
o58478,,373,16,,0,0,1,,509,17
o58481,3,,57,0,,0,11,11,,69
o58486,3,,13,0,,0,9,9,,19
o58490,3,,9,0,,0,9,9,,15
o58492,4,,16,0,,0,11,11,,23
o58495,4,,8,0,,0,11,11,,15
o58496,4,,10,0,,0,11,11,,17
o58599,3,6,25,0,0,0,9,9,15,43
o58600,3,9,7,0,0,0,7,7,13,11
o58601,8,,51,0,,0,19,19,,75
o58602,4,,17,0,,0,9,9,,23
o58603,3,5,33,0,0,0,9,9,15,53
o58604,3,3,3,0,0,0,7,7,7,7
o58606,3,,9,0,,0,7,7,,13
o58607,3,11,13,0,0,0,7,7,15,17
o58609,3,11,0,1,1,0,3,5,13,3
o58612,0,53,,0,0,,1,1,59,
o58614,0,223,59,0,0,0,1,1,335,65
o58615,0,7,4,0,7,0,1,1,15,9
o58616,0,17,8,0,3,0,11,11,25,15
o58617,0,27,,0,0,,1,1,37,
o58618,0,319,,0,0,,1,1,427,
o58619,0,34,18,0,0,1,1,1,35,19
o58620,0,41,,0,0,,1,1,47,
o58621,0,24,12,0,0,0,1,1,25,13
o58622,0,18,22,0,0,0,1,1,19,23
o58623,0,4,8,0,0,0,1,1,5,9
o58627,0,53,9,0,4,0,1,1,65,13
o58628,0,14,12,0,0,0,1,1,19,13
o58629,3,3,34,0,0,1,7,7,7,49
o5863,5,1748,73,0,83,0,15,15,2151,83
o58631,1,14,1,0,0,0,3,3,23,3
o58632,0,14,18,0,0,1,1,1,15,19
o58635,0,94,10,0,0,0,1,1,113,11
o58636,0,510,64,0,0,0,1,1,579,81
o58637,0,4,8,0,0,0,1,1,5,9
o58639,1,,,0,,,7,7,,
o58640,0,14,4,0,0,0,1,1,15,5
o58661,6,,37,0,,1,11,9,,47
o58776,2,232,69,0,6,0,5,5,313,81
o58837,0,38,24,0,0,0,1,1,47,25
o58839,0,0,10,0,0,0,1,1,1,11
o58843,2,,1038,0,,0,9,9,,1107
o58852,8,677,21,0,0,0,29,29,953,41
o58863,0,34,8,0,0,0,1,1,57,9
o58864,0,11,,0,0,,1,1,13,
o58865,0,49,4,0,0,0,1,1,75,5
o58866,,44,26,,0,0,3,,63,29
o5889,3,,29,0,,0,9,5,,59
o58905,1,,11,0,,0,3,3,,13
o58906,1,1,7,0,1,0,3,3,3,9
o58907,0,5,5,0,0,0,3,3,7,7
o58909,0,3,3,0,0,0,3,3,5,5
o58910,1,1,3,0,1,0,3,3,3,5
o58913,1,,4,0,,0,3,3,,7
o58914,0,101,4,0,0,0,3,3,131,7
o58915,1,5,5,0,0,0,3,3,7,7
o58916,0,5,7,0,0,0,3,3,7,9
o58917,0,1,20,0,1,0,3,3,3,23
o58926,0,29,229,0,0,6,3,3,41,263
o58927,3,10,27,0,5,0,11,11,23,39
o58930,3,3,3,0,0,0,7,7,7,7
o59186,5,20,105,0,3,1,9,13,25,123
o59215,1,3,363,0,1,0,5,5,7,433
o59284,,0,4,,0,0,1,,1,5
o59293,1,13,30,0,1,0,7,7,15,39
o59664,5,,24,0,,0,13,13,,39
o59666,4,216,9,0,0,0,19,19,267,23
o59667,3,44,5,0,0,0,11,11,61,13
o59668,28,226,89,0,0,0,81,81,321,149
o59669,4,485,41,0,0,0,17,17,589,61
o59670,4,22,8,0,0,0,11,11,33,19
o59671,5,322,5,0,0,0,15,15,421,15
o59673,1,8,1,0,0,0,3,3,11,3
o59694,2,2,143,0,0,0,5,5,5,165
o59999,48,899,152,0,0,0,183,183,1249,299
o60038,2,53,14,0,4,0,9,9,65,21
o60099,0,0,354,0,0,0,1,1,1,355
o60107,4,17,4,0,1,0,13,13,25,13
o60108,0,42,63,0,0,0,1,1,45,67
o60109,0,8,5,0,0,0,1,1,17,11
o60113,1,,2,0,,0,7,7,,7
o60114,0,4,4,0,0,0,1,1,5,5
o60115,0,172,2,0,0,0,1,1,225,3
o60116,2,31,48,0,0,0,7,7,43,57
o60117,1,1086,84,0,0,0,5,5,1333,109
o60118,10,15,8,0,0,0,25,25,31,25
o60120,2,2,14,0,0,0,5,5,5,17
o60122,0,20,32,0,0,0,1,1,21,45
o60123,2,13,28,0,0,0,5,5,19,31
o60124,10,11,10,0,0,0,23,23,23,23
o60129,0,149,5,0,6,0,1,1,197,7
o60132,2,,39,0,,0,7,7,,49
o60133,1,1,2,0,0,0,5,5,5,5
o60137,0,16,33,0,0,0,1,1,17,37
o60144,6,7,2,0,1,0,5,9,11,5
o60145,3,29,4,0,1,0,5,5,41,3
o60168,0,0,115,0,0,0,1,1,1,125
o60170,1,23,0,0,0,0,1,1,31,1
o60171,0,0,186,0,0,0,1,1,1,209
o60173,0,0,26,0,0,0,1,1,1,27
o60179,3,58,187,0,12,0,11,11,95,229
o60185,1,3,470,0,1,3,3,3,5,561
o6020,2,,162,0,,0,5,5,,165
o6022,2,,10,0,,0,7,7,,15
o60227,0,33,0,0,0,0,1,1,39,1
o6023,1,2,130,0,0,0,5,5,5,145
o6025,3,5,3,0,0,0,9,9,11,9
o60252,0,18,22,0,0,0,1,1,19,23
o60269,0,24,14,0,0,0,1,1,25,15
o6027,6,167,18,0,0,0,21,21,217,33
o60278,0,0,14,0,0,0,1,1,1,15
o60287,0,2,2,0,0,0,1,1,3,3
o60288,0,18,48,0,0,0,1,1,19,49
o60290,0,2,51,0,0,0,1,1,3,55
o60292,0,10,34,0,0,0,1,1,11,35
o60293,0,44,103,0,0,0,1,1,45,109
o60295,0,20,48,0,0,0,1,1,21,49
o60297,0,10,2,0,0,0,1,1,11,3
o60298,0,24,12,0,0,0,1,1,25,13
o60299,0,63,12,0,0,0,1,1,101,13
o60302,0,4,32,0,0,0,1,1,5,33
o60309,0,439,64,0,0,0,1,1,579,65
o60312,0,0,50,0,0,0,1,1,1,51
o60319,1,29,,0,7,,5,5,35,
o60321,7,,1222,0,,105,23,23,,1939
o60375,4,452,22,0,0,0,13,13,611,33
o6065,15,,50,0,,0,55,55,,93
o60660,1,3,9,0,0,0,3,3,5,13
o60731,1,19,152,0,0,0,3,3,21,163
o60732,1,,5,0,,0,3,3,,7
o60756,2,40,122,0,4,0,5,5,57,143
o60757,6,9,15,0,0,0,15,15,17,23
o60758,4,,10,0,,0,9,9,,15
o60759,3,3,108,0,0,0,7,7,7,115
o60760,2,6,4,0,0,0,5,5,9,7
o60770,1,3,126,0,1,1,3,3,5,151
o60778,4,118,25,0,9,0,11,11,133,33
o60790,121,3812,1085,0,0,0,375,375,4857,1349
o60823,1,,99,0,,0,5,5,,111
o60835,0,8,2,0,0,0,1,1,9,3
o60836,0,4,2,0,0,0,1,1,5,3
o60837,0,10,8,0,0,0,1,1,11,9
o60838,0,6,4,0,0,0,1,1,7,5
o60839,2,5,6,0,0,0,5,5,13,9
o6084,1,1,,0,0,,3,3,3,
o60841,0,57,2,0,0,0,1,1,83,3
o60842,22,1059,94,0,0,0,61,61,1303,133
o60843,0,12,4,0,0,0,1,1,13,5
o60844,45,67,43,0,0,0,113,113,151,113
o60845,0,124,2,0,0,0,1,1,175,3
o60846,2,3,39,0,0,0,11,11,11,55
o60847,0,126,2,0,0,0,1,1,151,3
o60848,0,24,4,0,0,0,1,1,25,5
o60849,0,2,4,0,0,0,1,1,3,5
o6085,1,3,,0,0,,3,3,5,
o60850,6,,6,0,,0,13,13,,13
o60852,4,,4,0,,0,9,9,,9
o60853,3,,3,0,1,0,7,7,1,7
o60854,0,,2,0,1,0,1,1,1,3
o60855,0,,6,0,1,0,7,7,1,19
o60856,5,,5,0,,0,11,11,,11
o60861,4,4,19,0,0,0,9,9,9,27
o60863,2,,14,0,,0,11,11,,23
o60864,0,444,64,0,0,0,7,7,539,79
o60865,13,,13,0,,0,29,29,,29
o60866,5,,5,0,,0,15,15,,15
o60869,3,5,3,0,0,0,7,7,9,7
o60870,2,,39,0,,0,11,11,,53
o60871,5,5,35,0,4,0,11,11,11,41
o60874,2,,12,0,,0,11,11,,21
o60876,5,,14,0,,0,19,19,,31
o60883,62,,761,1,,1,91,117,,927
o60884,5,,5,0,,0,11,11,,11
o60885,4,,4,0,,0,11,11,,11
o60886,5,,5,0,,0,13,13,,13
o6089,9,,63,0,,0,21,21,,75
o6090,4,,784,0,,0,21,21,,849
o60973,1,,95,0,,0,11,11,,117
o60974,1,,37,0,,0,11,11,,53
o60975,1,,51,0,,0,7,7,,63
o60976,0,,32,0,,0,7,7,,43
o60977,0,,36,0,,0,7,7,,47
o60978,1,,21,0,,0,7,7,,29
o60979,0,,61,0,,0,9,9,,81
o60980,1,,47,0,,0,7,7,,59
o60981,0,,28,0,,0,7,7,,41
o60982,1,,30,0,,0,7,7,,41
o60983,1,,15,0,,0,7,7,,25
o60984,0,,6,0,,0,7,7,,15
o60985,0,0,10,0,0,0,1,1,1,11
o60986,0,0,60,0,0,0,1,1,1,75
o60987,0,0,35,0,0,0,1,1,1,37
o60988,0,0,8,0,0,0,1,1,1,9
o60989,0,0,249,0,0,0,1,1,1,291
o60990,0,0,10,0,0,0,1,1,1,11
o60991,0,0,68,0,0,0,1,1,1,77
o60993,1,,183,0,,0,5,5,,227
o60994,1,,12,0,,0,5,5,,19
o60995,1,,2,0,,0,5,5,,9
o60996,1,,171,0,,0,5,5,,213
o60997,0,,27,0,,0,7,7,,37
o60999,1,,91,0,,0,7,7,,111
o61000,1,,94,0,,0,7,7,,123
o61001,1,,53,0,,0,7,7,,71
o61003,6,4,54,0,1,0,1,7,5,63
o61004,6,,0,0,1,0,1,7,1,1
o61006,1,68,3,0,0,0,3,3,87,5
o61026,2,,,0,,,7,7,,
o61027,1,300,210,0,10,11,11,11,445,243
o61080,2,,2,0,,0,5,5,,5
o61082,5,,5,0,,0,11,11,,11
o61085,19,,176,0,,8,47,47,,217
o61120,0,0,4,0,0,0,1,1,1,5
o61121,1,13,40,0,1,0,3,3,15,47
o6120,1,39,5,0,0,0,3,3,65,7
o61343,0,,10,0,,0,1,1,,11
o61344,0,0,15,0,0,0,1,1,1,21
o61348,0,,99,0,,0,3,3,,113
o61349,1,,190,0,,12,5,5,,215
o61355,4,,31,0,,0,9,11,,39
o6137,0,9,20,0,0,0,1,1,15,21
o6138,0,2,18,0,0,0,1,1,3,19
o61422,0,,334,0,,0,11,11,,423
o61423,0,0,,0,0,,1,1,1,
o61502,3,,3,1,,0,7,7,,7
o61504,2,,2,0,,0,5,5,,5
o61505,0,,75,0,,0,1,1,,91
o61515,2,120,84,0,0,0,5,5,151,89
o6152,3,7,21,0,0,0,7,7,11,25
o61527,24,1593,136,0,0,0,103,103,2187,251
o61532,2,2,24,0,1,0,1,3,3,25
o61533,3,,23,0,,0,9,9,,29
o61534,5,,15,0,,0,15,15,,25
o61535,0,20,51,0,0,1,1,1,21,53
o61536,2,,4,0,,0,5,5,,7
o61580,0,10,38,0,0,0,1,1,11,39
o61582,0,4,56,0,0,0,1,1,5,61
o61583,0,16,16,0,0,0,1,1,17,17
o61584,0,6,34,0,0,0,1,1,7,35
o61585,0,16,12,0,0,0,1,1,17,13
o61586,0,17,46,0,0,0,1,1,19,47
o61587,0,17,24,0,0,0,1,1,19,25
o61588,0,2,36,0,0,0,1,1,3,39
o61592,0,25,46,0,0,0,1,1,33,47
o61593,0,2,35,0,0,0,1,1,3,37
o61594,0,4,18,0,0,0,1,1,5,19
o61595,0,4,14,0,0,0,1,1,5,15
o61596,0,8,169,0,0,0,1,1,13,175
o61597,0,6,19,0,0,0,1,1,7,25
o61598,0,32,16,0,0,0,1,1,41,17
o61599,0,4,43,0,0,0,1,1,5,47
o61600,0,16,36,0,0,0,1,1,19,37
o61601,0,8,8,0,0,0,1,1,9,9
o61602,0,4,14,0,0,0,1,1,5,15
o61603,0,116,28,0,0,0,1,1,147,29
o61605,0,8,24,0,0,0,1,1,9,25
o61606,0,14,22,0,0,0,1,1,15,23
o61607,0,33,17,0,0,0,1,1,37,23
o61608,0,32,199,0,0,0,1,1,41,223
o61609,0,2,32,0,0,0,1,1,3,33
o61610,0,36,68,0,0,0,1,1,51,69
o61612,0,13,57,0,0,0,1,1,15,59
o61613,0,134,4,0,0,0,1,1,185,5
o61614,0,8,16,0,0,0,1,1,9,17
o61616,0,9,73,0,0,0,1,1,11,79
o61618,0,22,68,0,0,0,1,1,31,69
o61619,0,21,26,0,0,0,1,1,25,27
o61620,0,34,83,0,0,0,1,1,43,89
o61622,0,22,16,0,0,0,1,1,27,17
o61623,0,4,22,0,0,0,1,1,5,23
o61624,0,17,18,0,0,0,1,1,27,19
o61626,0,246,27,0,0,0,1,1,301,29
o61627,0,0,4,0,0,0,1,1,1,5
o61630,0,27,18,0,0,0,1,1,29,19
o61632,0,61,88,0,0,0,1,1,85,115
o61634,0,2,8,0,0,0,1,1,3,9
o61635,0,0,32,0,0,0,1,1,1,39
o61636,0,4,38,0,0,0,1,1,5,39
o61637,0,8,10,0,0,0,1,1,9,11
o61638,0,8,18,0,0,0,1,1,9,19
o61640,0,24,30,0,0,0,1,1,39,31
o61641,0,12,28,0,0,0,1,1,13,29
o61644,0,8,24,0,0,0,1,1,9,25
o61645,0,113,32,0,0,0,1,1,165,37
o61646,0,10,25,0,0,0,1,1,11,27
o61647,0,14,301,0,0,0,1,1,15,345
o61648,0,21,80,0,0,0,1,1,27,89
o61649,0,10,12,0,0,0,1,1,11,13
o6166,0,174,25,0,0,0,1,1,225,27
o6167,0,0,4,0,0,0,1,1,1,5
o6170,0,6,24,0,0,0,1,1,7,25
o6171,0,16,29,0,0,0,1,1,17,33
o6173,0,0,0,0,0,0,1,1,1,1
o61760,0,110,1,0,0,0,3,3,139,5
o6177,0,391,116,0,0,0,1,1,499,121
o61771,3,4,14,0,0,0,11,11,11,25
o61774,14,427,6,1,1,0,5,19,549,9
o6178,4,,6,0,,1,9,9,,9
o6180,0,29,131,0,0,0,1,1,45,137
o6181,0,0,67,0,0,0,1,1,1,71
o6189,0,6,4,0,1,0,1,1,7,5
o6191,0,523,29,0,0,0,1,1,691,33
o6193,0,0,33,0,0,0,1,1,1,39
o6195,0,14,71,0,0,0,1,1,15,81
o6198,0,0,23,0,0,0,1,1,1,27
o6201,0,2,6,0,0,0,3,3,5,9
o62015,3,13,14,0,0,0,9,9,19,21
o62016,2,,35,0,,0,9,9,,45
o6202,0,45,9,0,0,0,1,1,55,11
o6205,2,2,2,0,0,0,5,5,5,5
o62056,,,43,,,0,35,,,85
o62073,0,44,6,0,0,0,1,1,47,7
o6208,0,12,20,0,0,0,1,1,13,21
o6209,0,0,2,0,0,0,1,1,1,3
o6212,0,22,204,0,1,0,1,1,23,285
o6213,0,0,91,0,0,0,1,1,1,111
o62138,2,,3,0,,0,7,7,,7
o6218,0,0,41,0,0,0,1,1,1,51
o6228,1,3,3,0,0,0,3,3,5,5
o6230,0,42,36,0,0,0,1,1,51,37
o6231,0,0,6,0,0,0,1,1,1,7
o6232,0,4,79,0,0,0,1,1,5,85
o6233,2,3,3,0,0,0,7,7,7,7
o6235,2,,2,0,,0,5,5,,5
o6237,0,331,44,0,0,0,1,1,417,49
o62378,0,6,19,0,0,0,1,1,7,23
o62379,1,17,1,0,0,0,3,3,19,3
o62380,0,7,5,0,0,0,3,3,15,13
o62381,1,27,1,0,0,0,3,3,29,3
o62382,0,20,13,0,0,0,7,7,47,31
o62383,22,,25,0,,1,49,49,,49
o6241,0,12,10,0,0,0,1,1,13,11
o6256,4,4,38,0,0,0,11,11,11,49
o6257,0,0,57,0,0,0,1,1,1,71
o6259,1,,6,0,,0,5,5,,13
o6261,1,,15,0,,0,5,5,,25
o6262,1,,1,0,,0,7,7,,7
o6263,0,,35,0,,0,3,3,,59
o6268,0,68,14,0,0,0,1,1,75,15
o6269,0,0,2,0,0,0,1,1,1,3
o6271,0,16,27,0,0,0,1,1,17,29
o62755,0,7,2,0,0,0,3,3,9,3
o62757,0,222,7,0,0,0,5,5,255,13
o62758,0,,6,0,,0,5,5,,11
o62759,1,,1,0,,0,3,3,,3
o62761,1,51,23,0,0,0,3,3,55,25
o62762,0,,3,0,,0,3,3,,5
o62763,0,7,1,0,0,0,3,3,9,3
o62764,4,,10,0,,0,9,9,,15
o62768,2,,2,0,,0,7,7,,7
o62771,1,1,1,0,0,0,3,3,3,3
o62772,1,,0,0,,0,3,3,,3
o62773,1,,25,0,,0,5,5,,31
o62774,1,,20,0,,0,7,7,,27
o62775,0,80,4,0,0,0,1,1,119,5
o62819,3,6,30,0,3,0,9,9,15,39
o62820,0,0,514,0,0,60,1,1,1,531
o62823,0,98,6,0,0,0,1,1,133,7
o6290,0,22,38,0,0,0,1,1,23,53
o6293,0,,52,0,,10,1,1,,53
o6294,,,14,,,1,1,,,15
o62943,15,243,417,0,14,0,23,11,363,501
o62947,11,,44,0,,1,35,35,,79
o62949,1,3,333,0,1,0,3,3,5,375
o62957,6,246,6,0,0,0,27,27,345,27
o62958,6,47,15,0,0,0,27,27,75,37
o62959,20,21,19,0,0,0,65,65,65,65
o62960,0,146,65,0,0,0,3,3,183,69
o62961,33,583,33,0,0,0,137,137,849,137
o62962,6,755,129,0,0,0,27,27,1003,151
o62963,6,30,8,0,0,0,29,29,51,29
o62964,6,591,17,0,0,0,27,27,757,39
o62967,6,127,95,0,0,0,27,27,151,117
o62968,5,270,6,0,0,0,25,25,375,25
o62969,6,223,13,0,0,0,27,27,325,35
o62972,10,53,14,0,0,0,45,45,91,47
o62973,6,336,31,0,0,0,27,27,467,53
o63004,153,280,302,0,29,14,245,317,327,443
o6306,2,16,2,0,0,0,5,5,19,5
o6310,0,,0,0,,0,3,3,,3
o6312,0,,0,0,,0,11,11,,11
o63147,3,,3,0,,0,9,9,,9
o63149,3,,49,0,,0,13,13,,63
o63151,5,,7,0,,0,13,13,,15
o63152,3,,24,0,,0,11,11,,37
o63155,4,,249,0,,0,17,17,,337
o63156,3,,191,0,,0,13,13,,243
o63158,2,,79,0,,5,7,7,,97
o6316,0,,0,0,,0,5,5,,5
o63177,8,,40,0,,0,23,23,,65
o6318,0,,0,0,,0,5,5,,5
o63181,0,294,70,0,0,0,13,13,453,87
o63190,0,28,10,0,0,0,1,1,29,11
o63193,0,,154308,0,,148634,1,1,,202371
o63194,0,,,0,,,1,1,,
o63196,6,,87,0,,5,25,25,,111
o63198,5,356,137,0,0,0,17,17,465,161
o63199,11,,1640,0,1,1,7,11,1,1783
o63264,0,52,10,0,0,0,1,1,79,11
o63285,0,20,10,0,0,0,1,1,27,11
o63288,0,342,8,0,0,0,1,1,489,9
o63299,0,0,52,0,0,0,1,1,1,53
o6330,0,128,20,0,0,0,1,1,171,21
o63300,0,0,67,0,0,0,1,1,1,77
o63301,0,4,144,0,0,0,1,1,5,153
o63302,3,14,35,0,0,1,9,9,21,47
o63308,4,,60,0,,0,9,5,,105
o63309,7,9,7,0,4,0,23,23,23,23
o6331,0,20,4,0,0,0,1,1,21,5
o63314,,83,22,,0,0,1,,101,23
o63317,,37,,,0,,1,,51,
o63318,,129,20,,0,0,1,,163,21
o63321,,109,4,,0,0,1,,171,5
o63322,,12,,,0,,1,,13,
o63323,,19,,,0,,1,,27,
o63324,,2,,,0,,1,,3,
o63325,,98,2,,0,0,1,,143,3
o63326,,10,4,,0,0,1,,11,5
o63327,,36,,,0,,1,,53,
o63328,,10,16,,0,0,1,,11,17
o63329,,14,12,,0,0,1,,15,13
o63331,,50,,,0,,1,,75,
o63365,0,2,5,0,2,0,5,5,5,15
o63369,0,0,,0,0,,1,1,1,
o63382,3,,,0,,,13,13,,
o63383,2,,,0,,,11,11,,
o63417,0,0,501,0,0,0,1,1,1,553
o6343,0,4,701,0,1,1,5,5,5,809
o6344,0,30,8,0,1,0,1,1,37,9
o6345,0,83,2,0,1,0,1,1,113,3
o6346,0,76,41,0,1,0,1,1,91,55
o6347,0,4,151,0,1,0,1,1,5,187
o63475,0,4,131,0,1,2,1,1,5,203
o63476,0,24,190,0,10,0,1,1,29,301
o63477,0,6,11,0,0,0,1,1,7,17
o63478,0,49,,0,0,,1,1,69,
o6348,0,108,112,0,1,0,1,1,141,127
o6349,0,53,107,0,1,0,1,1,69,133
o6350,0,64,230,0,1,1,5,5,71,279
o6351,0,4,227,0,1,0,5,5,3,289
o63514,1,,39,0,,0,9,9,,49
o63519,0,,193,0,,0,11,11,,277
o6352,0,66,7,0,1,0,5,5,97,11
o63520,0,104,65,0,15,0,1,1,113,71
o6353,0,4,689,0,1,1,5,5,3,825
o6354,0,12,154,0,1,0,5,5,13,181
o6355,0,4,199,0,1,0,5,5,3,245
o63552,0,4,56,0,0,0,1,1,5,65
o63553,2,2,104,0,0,0,5,5,5,121
o63554,1,3,10,0,0,0,3,3,5,15
o6356,0,34,61,0,1,0,5,5,45,79
o6357,0,14,211,0,1,0,5,5,15,249
o6358,0,20,235,0,1,0,1,1,31,285
o6359,0,4,41,0,1,0,1,1,5,45
o6360,0,54,340,0,1,0,1,1,69,405
o63608,2,,35,2,,0,7,7,,45
o6361,0,11,261,0,1,1,1,1,15,303
o6362,0,18,4,0,1,0,1,1,19,5
o6363,0,20,218,0,1,1,1,1,21,261
o6364,0,4,225,0,1,0,5,5,5,257
o6365,0,29,257,0,1,0,5,5,33,313
o6366,0,23,560,0,1,1,5,5,27,643
o6367,0,36,794,0,1,1,5,5,37,915
o63674,0,436,35,0,2,0,3,3,557,43
o63683,7,130,9,0,0,0,21,21,189,23
o63687,0,81,10,0,0,0,7,7,123,21
o6369,0,40,682,0,1,1,5,5,61,809
o6371,0,35,305,0,1,1,5,5,51,359
o6373,0,30,195,0,1,0,5,5,37,231
o6374,0,22,634,0,1,1,5,5,27,713
o6375,0,4,2,0,1,0,5,5,3,5
o6376,0,78,3,0,1,0,3,3,109,5
o6377,0,10,1,0,1,0,3,3,11,3
o6378,0,6,8,0,1,0,5,5,7,11
o6379,0,4,6,0,1,0,1,1,5,7
o63934,3,,7,0,,0,7,7,,11
o63935,1,3,7,0,2,0,3,3,5,9
o63937,2,6,10,0,2,0,5,5,9,13
o63945,0,49,51,0,5,0,1,1,63,55
o63949,0,2,10,0,0,0,1,1,3,11
o63950,2,60,2,0,0,0,5,5,75,5
o63977,0,70,5,0,0,0,1,1,85,7
o63981,0,18,10,0,0,0,1,1,19,11
o63985,0,39,6,0,0,0,1,1,43,7
o63988,0,85,18,0,0,0,1,1,99,19
o63991,0,18,40,0,0,0,1,1,19,45
o63994,0,2,2,0,0,0,1,1,5,5
o63998,11,10,16,0,0,0,25,25,25,29
o63999,4,4,3,0,2,0,9,9,9,9
o64002,2,,153,0,,0,9,9,,177
o64004,20,1543,512,0,27,0,45,45,1815,537
o64008,0,4,10,0,0,0,1,1,5,11
o64012,0,17,10,0,0,0,1,1,21,11
o64015,1,54,14,0,3,0,7,7,85,21
o64016,2,,4,0,,0,5,5,,7
o64018,1,3,1,0,0,0,3,3,5,3
o64020,7,11,13,0,0,0,15,15,19,21
o64021,0,,14,0,,0,1,1,,17
o64024,0,,27,0,,0,1,1,,33
o64027,0,349,60,0,38,0,1,1,551,69
o64288,3,5,5,0,0,0,7,7,9,9
o64532,4,5,4,0,0,0,11,11,11,11
o64535,0,,25,0,,0,1,1,,31
o64538,1,,,0,,,3,3,,
o64539,2,,,0,,,9,9,,
o64540,6,,6,0,,0,13,13,,13
o64543,1,3,107,0,0,0,3,3,5,129
o64544,0,0,81,0,0,0,1,1,1,87
o64557,0,83,4,0,0,0,1,1,119,5
o64563,0,10,91,0,0,0,1,1,11,107
o64610,0,2,4,0,0,0,1,1,3,5
o64611,0,241,4,0,0,0,1,1,355,5
o64612,0,8,185,0,0,0,1,1,9,237
o64613,0,5,76,0,0,0,1,1,7,77
o64614,0,43,27,0,0,0,1,1,49,33
o64680,2,7,166,0,1,0,5,5,11,187
o64686,3,3,128,0,0,0,7,7,7,147
o64698,4,36,38,0,0,0,13,13,45,49
o64699,2,467,18,0,0,0,9,9,669,27
o64700,0,31,16,0,0,0,5,5,41,21
o64705,1,9,3,0,0,0,3,3,11,5
o64716,,29,55,,0,0,1,,37,61
o64718,9,176,114,0,1,5,25,25,277,131
o64726,5,54,12,0,2,0,11,11,91,19
o64727,1,,1,0,,0,1,1,,1
o64731,2,31,,0,1,,3,3,37,
o64737,2,6,2,0,0,0,5,5,9,5
o64742,1,,1,0,,0,1,1,,1
o64781,0,,10,0,,0,3,3,,15
o64816,7,7,7,0,0,0,15,15,15,15
o64819,2,,25,0,,1,7,7,,33
o64820,1,,4,0,,0,5,5,,13
o64823,2,,9,0,,0,9,9,,17
o64824,7,,11,0,,0,19,19,,27
o64825,4,,3,0,,0,9,9,,9
o64832,2,4,4,0,0,0,5,5,7,7
o64855,0,29,48,0,0,0,1,1,31,55
o64856,0,1637,18,0,4,0,3,3,2223,21
o64857,3,,17,0,,0,9,9,,23
o64858,0,13,18,0,0,0,3,3,15,21
o64859,,35,13,,3,0,7,,49,19
o64869,1,3,3,0,0,0,3,3,5,5
o64870,1,1,1,0,0,0,3,3,3,3
o64878,1,7,,0,0,,3,3,9,
o64879,1,289,3,0,0,0,3,3,381,5
o64880,1,23,,0,0,,3,3,25,
o64882,1,,1,0,,0,3,3,,3
o64885,2,,,0,,,5,5,,
o64886,1,21,,0,0,,3,3,27,
o64888,1,1,,0,0,,3,3,3,
o64890,2,2,,0,0,,5,5,5,
o64891,2,,,0,,,5,5,,
o64892,,113,4,,0,0,1,,159,5
o64893,1,14,1,0,0,0,3,3,21,3
o64963,4,144,130,0,37,10,13,13,223,157
o64977,0,2,16,0,2,0,1,1,5,19
o65001,0,,281,0,,0,1,1,,313
o65002,4,5,212,0,0,0,13,13,15,251
o65011,1,3,98,0,1,0,3,3,5,109
o65012,0,0,22,0,0,0,1,1,1,25
o65022,1,,,0,,,5,5,,
o65305,0,4,10,0,0,0,1,1,5,11
o65322,,15,133,,0,0,1,,25,149
o65323,3,,1577,0,,0,11,11,,1663
o65325,1,844,3916,0,2,0,5,5,1067,4621
o65336,3,19,20,0,2,0,11,11,21,29
o65361,2,72,10,0,2,0,5,5,91,13
o65381,1,,26,0,,0,5,5,,51
o65382,1,,10,0,,0,5,5,,15
o65386,0,,314,0,,0,1,1,,369
o65415,5,,351,3,,1,11,9,,385
o65419,3,,84,0,,0,11,11,,95
o65420,3,,146,0,,1,17,17,,167
o65422,2,195,2,0,0,0,5,5,279,5
o65425,6,238,190,2,2,3,9,5,281,207
o65426,8,8,20,0,0,0,17,17,17,29
o65429,4,,395,1,,2,25,25,,455
o65430,2,6,23,0,1,0,11,11,7,33
o65431,8,,203,2,,0,25,21,,231
o65445,3,4,4,0,0,0,5,3,3,3
o65447,2,8,4,0,1,0,5,5,11,7
o65448,0,4,4,0,0,0,5,5,7,5
o65450,0,9,3,0,1,0,3,3,11,5
o65451,1,128,10,0,0,0,5,5,173,13
o65452,5,,16,0,,0,17,17,,27
o65454,2,2,4,0,0,0,5,5,5,7
o65455,1,19,,0,0,,1,1,19,
o65456,3,,,0,,,17,17,,
o65460,1,285,21,0,0,0,1,1,375,21
o65463,0,0,8,0,0,0,1,1,1,9
o65465,1,,48,0,,0,11,11,,61
o65467,0,16,20,0,0,0,1,1,17,21
o65468,1,1,3,0,0,0,3,3,3,5
